Ano,Trimestre,Cidade,Tipo de Imóvel,Material Utilizado,Quantidade (m³),Valor Material (R$),Área Construída (m²)
2022,Q4,Cidade A,Industrial,Fio Algodão,43,34486,145
2022,Q4,Cidade A,Industrial,Cimento,44,26048,177
2022,Q4,Cidade A,Industrial,Tecido,90,53550,141
2022,Q4,Cidade A,Industrial,Papel,98,86240,57
2022,Q4,Cidade A,Industrial,Poliéster,98,93982,83
2022,Q4,Cidade A,Industrial,Couro,46,31924,151
2022,Q4,Cidade A,Industrial,Areia,27,11205,87
2022,Q4,Cidade B,Residencial,Barra Metal,52,12584,197
2022,Q4,Cidade B,Residencial,Madeira,13,6162,69
2022,Q4,Cidade B,Residencial,Pedra Britada,54,19386,109
2022,Q4,Cidade B,Residencial,Fio Algodão,93,66681,180
2022,Q4,Cidade B,Residencial,Cimento,44,11088,147
2022,Q4,Cidade B,Residencial,Tecido,76,10032,93
2022,Q4,Cidade B,Residencial,Papel,61,19337,70
2022,Q4,Cidade B,Residencial,Poliéster,12,8292,68
2022,Q4,Cidade B,Residencial,Couro,52,51376,135
2022,Q4,Cidade B,Residencial,Areia,10,9190,125
2022,Q4,Cidade B,Comercial,Barra Metal,26,21320,163
2022,Q4,Cidade B,Comercial,Madeira,30,26730,98
2022,Q4,Cidade B,Comercial,Pedra Britada,22,7304,153
2022,Q4,Cidade B,Comercial,Fio Algodão,98,60662,88
2022,Q4,Cidade B,Comercial,Cimento,54,18738,107
2022,Q4,Cidade B,Comercial,Tecido,13,12142,111
2022,Q4,Cidade B,Comercial,Papel,97,83323,142
2022,Q4,Cidade B,Comercial,Poliéster,34,33898,169
2022,Q4,Cidade B,Comercial,Couro,72,54864,196
2022,Q4,Cidade B,Comercial,Areia,89,53400,162
2022,Q4,Cidade B,Industrial,Barra Metal,81,79380,106
2022,Q4,Cidade B,Industrial,Madeira,60,17520,58
2022,Q4,Cidade B,Industrial,Pedra Britada,60,13860,61
2022,Q4,Cidade B,Industrial,Fio Algodão,60,56640,178
2022,Q4,Cidade B,Industrial,Cimento,66,21450,57
2022,Q4,Cidade B,Industrial,Tecido,76,50996,193
2022,Q4,Cidade B,Industrial,Papel,16,6656,135
2022,Q4,Cidade B,Industrial,Poliéster,16,10432,76
2022,Q4,Cidade B,Industrial,Couro,60,10020,113
2022,Q4,Cidade B,Industrial,Areia,59,12272,178
2022,Q4,Cidade C,Residencial,Barra Metal,61,32940,99
2022,Q4,Cidade C,Residencial,Madeira,97,89822,161
2022,Q4,Cidade C,Residencial,Pedra Britada,88,69872,116
2022,Q4,Cidade C,Residencial,Fio Algodão,85,26010,148
2022,Q4,Cidade C,Residencial,Cimento,90,68760,156
2022,Q4,Cidade C,Residencial,Tecido,48,11568,189
2022,Q4,Cidade C,Residencial,Papel,62,42408,152
2022,Q4,Cidade C,Residencial,Poliéster,14,5460,79
2022,Q4,Cidade C,Residencial,Couro,92,17296,172
2022,Q4,Cidade C,Residencial,Areia,68,66028,126
2022,Q4,Cidade C,Comercial,Barra Metal,53,22101,73
2022,Q4,Cidade C,Comercial,Madeira,96,49632,175
2022,Q4,Cidade C,Comercial,Pedra Britada,71,45227,117
2022,Q4,Cidade C,Comercial,Fio Algodão,44,43472,162
2022,Q4,Cidade C,Comercial,Cimento,24,21360,131
2022,Q4,Cidade C,Comercial,Tecido,20,8500,99
2022,Q4,Cidade C,Comercial,Papel,91,90181,190
2022,Q4,Cidade C,Comercial,Poliéster,78,63492,119
2022,Q4,Cidade C,Comercial,Couro,78,24882,85
2022,Q4,Cidade C,Comercial,Areia,35,15995,124
2022,Q4,Cidade C,Industrial,Barra Metal,90,20520,152
2022,Q4,Cidade C,Industrial,Madeira,78,64740,196
2022,Q4,Cidade C,Industrial,Pedra Britada,60,15300,190
2022,Q4,Cidade C,Industrial,Fio Algodão,27,22599,52
2022,Q4,Cidade C,Industrial,Cimento,84,22092,192
2022,Q4,Cidade C,Industrial,Tecido,87,25143,177
2022,Q4,Cidade C,Industrial,Papel,79,19434,77
2022,Q4,Cidade C,Industrial,Poliéster,59,55519,103
2022,Q4,Cidade C,Industrial,Couro,89,11214,75
2022,Q4,Cidade C,Industrial,Areia,37,21978,104
2022,Q4,Cidade D,Residencial,Barra Metal,20,15260,133
2022,Q4,Cidade D,Residencial,Madeira,74,63640,197
2022,Q4,Cidade D,Residencial,Pedra Britada,11,5291,62
2022,Q4,Cidade D,Residencial,Fio Algodão,45,5175,158
2022,Q4,Cidade D,Residencial,Cimento,89,84728,145
2022,Q4,Cidade D,Residencial,Tecido,53,37842,98
2022,Q4,Cidade D,Residencial,Papel,34,15198,189
2022,Q4,Cidade D,Residencial,Poliéster,28,20580,187
2022,Q4,Cidade D,Residencial,Couro,28,5600,169
2022,Q4,Cidade D,Residencial,Areia,54,43254,98
2022,Q4,Cidade D,Comercial,Barra Metal,90,35100,194
2022,Q4,Cidade D,Comercial,Madeira,64,53248,123
2022,Q4,Cidade D,Comercial,Pedra Britada,22,15796,159
2022,Q4,Cidade D,Comercial,Fio Algodão,95,62225,179
2022,Q4,Cidade D,Comercial,Cimento,59,8732,112
2022,Q4,Cidade D,Comercial,Tecido,23,10120,181
2022,Q4,Cidade D,Comercial,Papel,81,15228,181
2022,Q4,Cidade D,Comercial,Poliéster,36,24696,101
2022,Q4,Cidade D,Comercial,Couro,74,9842,162
2022,Q4,Cidade D,Comercial,Areia,53,8851,193
2022,Q4,Cidade D,Industrial,Barra Metal,50,39550,108
2022,Q4,Cidade D,Industrial,Madeira,66,22572,59
2022,Q4,Cidade D,Industrial,Pedra Britada,55,37895,131
2022,Q4,Cidade D,Industrial,Fio Algodão,53,31270,99
2022,Q4,Cidade D,Industrial,Cimento,64,12672,128
2022,Q4,Cidade D,Industrial,Tecido,34,28832,173
2022,Q4,Cidade D,Industrial,Papel,27,6237,53
2022,Q4,Cidade D,Industrial,Poliéster,64,7680,84
2022,Q4,Cidade D,Industrial,Couro,40,4880,106
2022,Q4,Cidade D,Industrial,Areia,28,7980,113
2022,Q4,Cidade E,Residencial,Barra Metal,74,37814,146
2022,Q4,Cidade E,Residencial,Madeira,40,15000,180
2022,Q4,Cidade E,Residencial,Pedra Britada,19,7467,69
2022,Q4,Cidade E,Residencial,Fio Algodão,83,53950,117
2022,Q4,Cidade E,Residencial,Cimento,44,10516,111
2022,Q4,Cidade E,Residencial,Tecido,64,31872,142
2022,Q4,Cidade E,Residencial,Papel,52,29224,58
2022,Q4,Cidade E,Residencial,Poliéster,38,12996,110
2022,Q4,Cidade E,Residencial,Couro,94,78114,181
2022,Q4,Cidade E,Residencial,Areia,22,7480,161
2022,Q4,Cidade E,Comercial,Barra Metal,95,78850,171
2022,Q4,Cidade E,Comercial,Madeira,46,25622,133
2022,Q4,Cidade E,Comercial,Pedra Britada,51,23817,181
2022,Q4,Cidade E,Comercial,Fio Algodão,36,28584,133
2022,Q4,Cidade E,Comercial,Cimento,44,9284,82
2022,Q4,Cidade E,Comercial,Tecido,18,12096,78
2022,Q4,Cidade E,Comercial,Papel,31,19561,93
2022,Q4,Cidade E,Comercial,Poliéster,37,30155,194
2022,Q4,Cidade E,Comercial,Couro,40,9560,78
2022,Q4,Cidade E,Comercial,Areia,21,4452,106
2022,Q4,Cidade E,Industrial,Barra Metal,57,30666,97
2022,Q4,Cidade E,Industrial,Madeira,41,19680,78
2022,Q4,Cidade E,Industrial,Pedra Britada,54,53784,183
2022,Q4,Cidade E,Industrial,Fio Algodão,45,41175,74
2022,Q4,Cidade E,Industrial,Cimento,68,45084,70
2022,Q4,Cidade E,Industrial,Tecido,45,15480,178
2022,Q4,Cidade E,Industrial,Papel,63,62496,198
2022,Q4,Cidade E,Industrial,Poliéster,70,32340,107
2022,Q4,Cidade E,Industrial,Couro,27,26622,162
2022,Q4,Cidade E,Industrial,Areia,79,24885,150
